ds,yhat,yhat_lower,yhat_upper,cultura_nome
2017-01-02,1.6546667382082518,1.557951270328419,1.762342137701782,Soja
2017-01-03,1.651550482070879,1.5449061264961081,1.7576964397421189,Soja
2017-01-04,1.6482262153151905,1.5411074255168158,1.749982320106952,Soja
2017-01-05,1.6478078875744073,1.5433268926770856,1.752076671273913,Soja
2017-01-06,1.6461308601601221,1.5483819886567536,1.743964880220198,Soja
2017-01-09,1.6426740199546566,1.53693299065578,1.7428438857098605,Soja
2017-01-10,1.6390675109865163,1.533389886306336,1.745369269922485,Soja
2017-01-11,1.635278540521314,1.528787969424146,1.7482880798567606,Soja
2017-01-12,1.6344274784044601,1.523498998871572,1.7337050005597645,Soja
2017-01-13,1.6323553402302604,1.5254627518306683,1.72930513881176,Soja
2017-01-16,1.627982003913437,1.5214020594159523,1.7223396100415136,Soja
2017-01-17,1.6241691587338714,1.5169456677764457,1.7262230751961263,Soja
2017-01-18,1.6202258003435608,1.5284397253704307,1.7258037530936474,Soja
2017-01-19,1.6192723691377033,1.5108342279580482,1.7312259181346306,Soja
2017-01-20,1.6171491732567065,1.516295838271103,1.7159717880656387,Soja
2017-01-23,1.6129144916604805,1.5171633842976024,1.7150005766344671,Soja
2017-01-24,1.6092378640739686,1.5021048346478298,1.7178700733327152,Soja
2017-01-25,1.6054716911094795,1.5095004263989793,1.7073043663478982,Soja
2017-01-26,1.604734102343622,1.5091692739138545,1.7133240664801608,Soja
2017-01-27,1.6028633821353524,1.4986403417559102,1.7121699885105468,Soja
2017-01-30,1.5995926002327745,1.4900308628011212,1.7040295752978463,Soja
2017-01-31,1.596304584222767,1.4891506251195963,1.6972673307942328,Soja
2017-02-01,1.5929615547946911,1.488215504662632,1.6905476018351826,Soja
2017-02-02,1.5926831502123011,1.4961433899051262,1.6989134181446497,Soja
2017-02-03,1.5913097537801517,1.4847083086638957,1.692820375219471,Soja
2017-02-06,1.5897874234026146,1.4948507745253259,1.6875813345919892,Soja
2017-02-07,1.5871781286886053,1.4888972086226382,1.6915149322652105,Soja
2017-02-08,1.5845669483258469,1.480741404786242,1.6879629696431588,Soja
2017-02-09,1.5850761815571053,1.491751670529266,1.6819719925529955,Soja
2017-02-10,1.5845482747198023,1.4857464161834926,1.6899649289621739,Soja
2017-02-13,1.5859167474470417,1.483946309249323,1.6926314845190662,Soja
2017-02-14,1.5843857613670307,1.479916053434239,1.693815462366152,Soja
2017-02-15,1.5829050770212205,1.48343966985045,1.6829279855209551,Soja
2017-02-16,1.58459157192461,1.4795534825580061,1.6900864750025004,Soja
2017-02-17,1.5852806357519638,1.4782800253586383,1.6932467153300903,Soja
2017-02-20,1.5904435112572934,1.4912106732116288,1.699759256094039,Soja
2017-02-21,1.5901860783862434,1.488699250445464,1.6942010229011615,Soja
2017-02-22,1.5899605592864874,1.485603884239569,1.6905494735273374,Soja
2017-02-23,1.5928686821028133,1.4907338558932135,1.6929068554588134,Soja
2017-02-24,1.5947300680694827,1.4946849924621621,1.6924472022878003,Soja
2017-02-27,1.6029538776009362,1.505389861034653,1.6979483544179657,Soja
2017-02-28,1.6035129597652993,1.493911017257803,1.6992971622114659,Soja
2017-03-01,1.6039782405390308,1.506361577082694,1.7100933623140817,Soja
2017-03-02,1.607439155870201,1.5052725523376773,1.7137175425523474,Soja
2017-03-03,1.6097048390277313,1.506970706469519,1.7135826362695357,Soja
2017-03-06,1.618178759530956,1.5168320491067484,1.7179773665427152,Soja
2017-03-07,1.6184889625606194,1.5197356909851436,1.7178638866648763,Soja
2017-03-08,1.6185404313215226,1.5147869087688675,1.7165496007294936,Soja
2017-03-09,1.621427587917644,1.5239667444883187,1.727514782982281,Soja
2017-03-10,1.6229673844681676,1.5184318803756685,1.7205919832758887,Soja
2017-03-13,1.628469021915385,1.5243008463853422,1.7310706896114494,Soja
2017-03-14,1.6275748527199596,1.5192775477333162,1.7300340264182872,Soja
2017-03-15,1.6263457282261833,1.5262068586375117,1.731282777457717,Soja
2017-03-16,1.6278966614249721,1.526179435114966,1.7292145212505088,Soja
2017-03-17,1.628066127931159,1.5286402354920148,1.7338795521128663,Soja
2017-03-20,1.6294721146336304,1.5298622206212253,1.7319174890846014,Soja
2017-03-21,1.6272896048232295,1.5221777600122086,1.7292013661819212,Soja
2017-03-22,1.624844141492806,1.518993761211386,1.7253254045214126,Soja
2017-03-23,1.6252686246261663,1.5218656479509136,1.7269218367700412,Soja
2017-03-24,1.624417408240186,1.5297843429265396,1.7252601551231244,Soja
2017-03-27,1.6235187119754022,1.5146405918441443,1.7269390533445266,Soja
2017-03-28,1.6208479408974743,1.5207145965891244,1.7240083821822054,Soja
2017-03-29,1.6180608567195631,1.5157418007753416,1.7140593771067036,Soja
2017-03-30,1.618290051443609,1.5056559432192478,1.7194936039146684,Soja
2017-03-31,1.6173868022608244,1.5134343869108628,1.707597006572913,Soja
2017-04-03,1.6171229743629822,1.5186125899414493,1.727917951698536,Soja
2017-04-04,1.6148937880409242,1.5059064234767594,1.724072676354705,Soja
2017-04-05,1.6126420961136199,1.5152462691575603,1.7098704648963745,Soja
2017-04-06,1.6134859392456888,1.5156637129968829,1.7180396624133132,Soja
2017-04-07,1.6132613482794915,1.5054724035650773,1.7134543926406007,Soja
2017-04-10,1.6152628060415275,1.5184286161772709,1.7178707541662854,Soja
2017-04-11,1.6138153859673214,1.509355584076098,1.7184160619569875,Soja
2017-04-12,1.6123359814393694,1.5077333909124624,1.7118472062617802,Soja
2017-04-13,1.6139307723456502,1.5085148516699678,1.71670849614487,Soja
2017-04-14,1.6144254476925335,1.5100225828902407,1.7211246995515295,Soja
2017-04-17,1.6183165130996813,1.5098684414235732,1.7147660583476472,Soja
2017-04-18,1.6173922531012226,1.5127381301381981,1.7166401081392246,Soja
2017-04-19,1.6163782241100078,1.5152199895921148,1.720733772348467,Soja
2017-04-20,1.6183802470157367,1.518992503222484,1.7192982534192305,Soja
2017-04-21,1.619224935270162,1.5249365232042553,1.7251815640517798,Soja
2017-04-24,1.6238461739826142,1.5224874178784291,1.7272708559759167,Soja
2017-04-25,1.6230693384056185,1.5199496912902855,1.7214689081959391,Soja
2017-04-26,1.6221605045024965,1.513947675172274,1.7218781173710096,Soja
2017-04-27,1.624228617463228,1.521563575622409,1.7314953027279192,Soja
2017-04-28,1.625102840319619,1.5333010070611697,1.722718381678751,Soja
2017-05-01,1.6296060445983946,1.5225386086392865,1.7346219567140682,Soja
2017-05-02,1.62871998404683,1.5296830584006984,1.736485039914322,Soja
2017-05-03,1.6276636358898955,1.5242974966565164,1.7275678749162675,Soja
2017-05-04,1.6295422502464976,1.5260428516985538,1.7286395712588956,Soja
2017-05-05,1.630180299222771,1.532427981126487,1.7242439421090765,Soja
2017-05-08,1.6336370040275816,1.535154544068902,1.7326338103315018,Soja
2017-05-09,1.632268241045248,1.525190092685389,1.7361559444343826,Soja
2017-05-10,1.630651772413272,1.527543841493397,1.7345203402535256,Soja
2017-05-11,1.6318873522497164,1.5318317382339146,1.7336505291472888,Soja
2017-05-12,1.631794992005831,1.5282697870937523,1.7263510343704598,Soja
2017-05-15,1.6325145347026704,1.525657420437463,1.7421789880644554,Soja
2017-05-16,1.63005404268215,1.5270417384954384,1.742701822623744,Soja
2017-05-17,1.627263345558169,1.5256888619850495,1.7255162807378996,Soja
2017-05-18,1.6272504093862448,1.5298986296175752,1.7361560496694675,Soja
2017-05-19,1.6258462023880533,1.527806320667121,1.7257719037656318,Soja
2017-05-22,1.6224003043685675,1.5179035718994718,1.725553591569471,Soja
2017-05-23,1.6185372303187293,1.5141998827007819,1.7181174957181866,Soja
2017-05-24,1.6143735252288356,1.5134213653924926,1.7222102449555527,Soja
2017-05-25,1.61304158582915,1.512996838196585,1.7190351402212127,Soja
2017-05-26,1.6103978069321205,1.5058670638822331,1.7082461115205774,Soja
2017-05-29,1.6039673681919435,1.4985797286711198,1.7060041435482327,Soja
2017-05-30,1.5994369198731,1.49891855633315,1.707984350096243,Soja
2017-05-31,1.5948071971074969,1.496919147195204,1.7011293769183717,Soja
2017-06-01,1.5932296058494704,1.4953920610207945,1.6967040718128448,Soja
2017-06-02,1.5905763458164142,1.4977270953965045,1.6912573524362284,Soja
2017-06-05,1.5856337871639359,1.482012033911052,1.68439021653981,Soja
2017-06-06,1.5821153860372885,1.479320641199336,1.6814789288594805,Soja
2017-06-07,1.5787488394025753,1.4758983687665612,1.6851020029713084,Soja
2017-06-08,1.5786737482113078,1.4784067700711365,1.6777389101869877,Soja
2017-06-09,1.5777454073364443,1.4760824499190377,1.683304319168437,Soja
2017-06-12,1.5790708270502962,1.479116453619453,1.6804396959145913,Soja
2017-06-13,1.577904164253498,1.4757497409819826,1.6770990139441206,Soja
2017-06-14,1.5769605584029753,1.4826937684239105,1.680279382296948,Soja
2017-06-15,1.579339546049714,1.473441465701822,1.6794481220262998,Soja
2017-06-16,1.5808546975610627,1.4806515548935297,1.6819847826284016,Soja
2017-06-19,1.5890226435247625,1.4902042005490355,1.6875894365723132,Soja
2017-06-20,1.5898364611315337,1.4857105365974337,1.6960782209266174,Soja
2017-06-21,1.5906592693447374,1.4902775193802513,1.7055790339306696,Soja
2017-06-22,1.5945570367044526,1.5016657675587668,1.6960727242586562,Soja
2017-06-23,1.5973140320198276,1.5026551840878108,1.7016559373334297,Soja
2017-06-26,1.6073303888436765,1.5113592856171645,1.708886634392268,Soja
2017-06-27,1.6080921435436413,1.5073974362934044,1.7109673459080814,Soja
2017-06-28,1.6085233896335265,1.5065947298954885,1.7085788579803851,Soja
2017-06-29,1.6116966911638786,1.5110369309657283,1.7111928720457934,Soja
2017-06-30,1.6134094217936275,1.5099697171772122,1.7233009322173358,Soja
2017-07-03,1.6185971872929223,1.5175770935806674,1.7326198639571444,Soja
2017-07-04,1.6172859733934364,1.5096331107914749,1.7185211978814172,Soja
2017-07-05,1.615475047846238,1.5133298169822105,1.7150072393788232,Soja
2017-07-06,1.616279865789599,1.5151050949723297,1.7178126139442738,Soja
2017-07-07,1.615543071517773,1.5249600267015173,1.7169791310645928,Soja
2017-07-10,1.6133644718544355,1.5186202067468486,1.7143148878383687,Soja
2017-07-11,1.609746459082774,1.5077546453564517,1.7081203862410106,Soja
2017-07-12,1.6057762139512461,1.4972726160628962,1.7097784583953157,Soja
2017-07-13,1.6046086904260457,1.5058721298358593,1.7006108805374298,Soja
2017-07-14,1.602121954802382,1.5004299511146801,1.7049462390031698,Soja
2017-07-17,1.596307060965376,1.483852374079239,1.6971253022021924,Soja
2017-07-18,1.5920792553363583,1.4895604286015074,1.7031775811750214,Soja
2017-07-19,1.5878171456661427,1.482742572146202,1.6918477949048363,Soja
2017-07-20,1.5866761693927478,1.4873680495426949,1.692558841544671,Soja
2017-07-21,1.5845285479842601,1.4819978614549099,1.6838705474583522,Soja
2017-07-24,1.5814587472978812,1.4817497004563256,1.6831422344036882,Soja
2017-07-25,1.5786460201329031,1.4702748892949435,1.6761558120815834,Soja
2017-07-26,1.5759998073992538,1.4718689702640515,1.6844478577308377,Soja
2017-07-27,1.5766407489607024,1.471756943129486,1.6813061394450572,Soja
2017-07-28,1.5764038713057762,1.4809321589323508,1.6872346972560788,Soja
2017-07-31,1.5794494307133982,1.4755891034768152,1.6810769647770702,Soja
2017-08-01,1.5786730384215573,1.481342035889138,1.6814295006784683,Soja
2017-08-02,1.5780001816380502,1.4770115054789223,1.682997123675408,Soja
2017-08-03,1.5805177782183435,1.4860710319302437,1.685422643423224,Soja
2017-08-04,1.5820303802280298,1.4805095786321334,1.6837758245498244,Soja
2017-08-07,1.589316523269705,1.4902485324999855,1.6908007914949157,Soja
2017-08-08,1.5895588224427348,1.4914251266399943,1.6816928595081213,Soja
2017-08-09,1.5896899812888288,1.4876988200797931,1.6885213554604164,Soja
2017-08-10,1.5927940352111456,1.4912036869555296,1.6969700000006653,Soja
2017-08-11,1.594677522357769,1.4834456324619183,1.6963030803898282,Soja
2017-08-14,1.6018702462803107,1.5036948371699363,1.7062199881948383,Soja
2017-08-15,1.6017282687446168,1.4983028615927598,1.7011591985801406,Soja
2017-08-16,1.6013311759641775,1.5023817416115526,1.7067154060677936,Soja
2017-08-17,1.6037862394980464,1.4982996047307349,1.7057070142401154,Soja
2017-08-18,1.604924805964031,1.5059831477111916,1.7144678101017807,Soja
2017-08-21,1.6095651607813508,1.5009640427524924,1.7173268762482161,Soja
2017-08-22,1.6085513615244544,1.5069238287158286,1.7142868559467366,Soja
2017-08-23,1.6073116954638347,1.5013523925029026,1.7055506796057582,Soja
2017-08-24,1.6089745929550645,1.5058047256975118,1.7055932990261213,Soja
2017-08-25,1.6093901413702052,1.504317269423075,1.7127113361818442,Soja
2017-08-28,1.6124209140358112,1.5067228153078451,1.7252423525091445,Soja
2017-08-29,1.6110896127421876,1.5049305877195136,1.708736431288587,Soja
2017-08-30,1.6096501098846572,1.5052025275926806,1.7137064589889988,Soja
2017-08-31,1.6112309269541167,1.513183358886526,1.711869157828043,Soja
2017-09-01,1.6116792370748463,1.5069486691305343,1.7116689367277949,Soja
2017-09-04,1.6154284500154938,1.5131796956979826,1.725672900050585,Soja
2017-09-05,1.6145094054761133,1.507584203547958,1.7201140543951443,Soja
2017-09-06,1.6135474099017164,1.5101316771414934,1.7107012629205651,Soja
2017-09-07,1.6156566612401988,1.512957663889787,1.7198680872735501,Soja
2017-09-08,1.6166695032202814,1.519312110076708,1.7288054088412013,Soja
2017-09-11,1.6221814765490514,1.5244620751522187,1.7250106597079027,Soja
2017-09-12,1.6218267943006013,1.517233626704927,1.7291124524136945,Soja
2017-09-13,1.6213969463479425,1.5248205138158768,1.7248570085300055,Soja
2017-09-14,1.623995824054754,1.5316115492534332,1.7262793801744412,Soja
2017-09-15,1.625447090119493,1.5293676099077573,1.7310503942679767,Soja
2017-09-18,1.6319065482221002,1.5288253010276371,1.742725375829007,Soja
2017-09-19,1.631733749295641,1.5240074948153783,1.7413714216476266,Soja
2017-09-20,1.631417364388174,1.5331618315271693,1.7297581873003187,Soja
2017-09-21,1.6340627072979004,1.5344921371012854,1.7344221580400478,Soja
2017-09-22,1.63549615684868,1.535326948457741,1.7367364811280723,Soja
2017-09-25,1.641558632023795,1.539015963459752,1.740855061343615,Soja
2017-09-26,1.641156455653039,1.535547437267106,1.7378709861465926,Soja
2017-09-27,1.6405717992419575,1.5422812579531207,1.7430062073200283,Soja
2017-09-28,1.6429158355439721,1.5388895219845389,1.740579725523887,Soja
2017-09-29,1.6440205820661824,1.5471306219300944,1.7502097519820263,Soja
2017-10-02,1.648982472057423,1.5426982463237988,1.7512503283894192,Soja
2017-10-03,1.6481889947203048,1.5561971793505185,1.7499689763054715,Soja
2017-10-04,1.6472060094824423,1.5407430253464764,1.7510713732725023,Soja
2017-10-05,1.6491467779631999,1.5427894421439847,1.7459292781885685,Soja
2017-10-06,1.6498447697154315,1.5445762359364774,1.7558134726833645,Soja
2017-10-09,1.653572185791062,1.5490064164473196,1.758417892732354,Soja
2017-10-10,1.6523629046819852,1.5497645221153393,1.7602963496140116,Soja
2017-10-11,1.6509617292474121,1.5507289884785538,1.7490322957052198,Soja
2017-10-12,1.6524818154684437,1.5450377356577387,1.7569633455998745,Soja
2017-10-13,1.6527567446422302,1.5534649466107062,1.7576152306800406,Soja
2017-10-16,1.655207609705065,1.5518516657349999,1.7539832631277807,Soja
2017-10-17,1.6535752577665506,1.5481533002594114,1.7577001401397325,Soja
2017-10-18,1.6517561932187586,1.5533442635107835,1.757170090788457,Soja
2017-10-19,1.6528668961576773,1.5500965821404462,1.7529710193092793,Soja
2017-10-20,1.6527448746289146,1.5477935148708017,1.7651498204988558,Soja
2017-10-23,1.6541262326088124,1.5481027714489066,1.7579568727130683,Soja
2017-10-24,1.652195116576559,1.5459119590516224,1.7545784296392803,Soja
2017-10-25,1.6501151487504155,1.5452109076562242,1.7517412280976585,Soja
2017-10-26,1.6510080573260966,1.55065462766908,1.7491660947719954,Soja
2017-10-27,1.6507162433993487,1.5489594022579996,1.7542757531464954,Soja
2017-10-30,1.6519159479974923,1.5430284718259009,1.7527707951859774,Soja
2017-10-31,1.6500424758602592,1.5458180309124319,1.7626657191534205,Soja
2017-11-01,1.6480810606263938,1.548424788860705,1.7593587690162191,Soja
2017-11-02,1.650204206679694,1.5478597482750442,1.757189059020951,Soja
2017-11-03,1.6512006897710505,1.5506884401532455,1.7508489063153068,Soja
